CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,Caste,ComplainantPhone
90189,101183139202690189,202690189,2026-07-23,100624,3139,1,2,7,701,1,36,2026-07-22 16:36:00,2026-07-22 18:42:00,2026-07-23 08:15:00,13.079739,76.086842,"On credible information, the raiding party intercepted unknown persons at an apartment complex during the evening hours and seized contraband ganja along with a black Pulsar motorcycle used for transport. The complainant SI Shankar Poojary of the detection staff lodged the report. Seizure was effected in the presence of panch witnesses. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. Repeated narrative padding. ",,
90058,101093074202690058,202690058,2026-07-17,100336,3074,1,1,3,302,1,17,2026-07-17 00:47:00,2026-07-17 03:23:00,2026-07-17 18:23:00,15.866809,74.511433,The complainant Anitha Naik stated that the accused Nagaraj Kulkarni and associates threatened him with a country-made pistol at a residential layout during the evening hours and robbed a mobile phone. The accused escaped on a two-wheeler without number plate. A case has been registered and CCTV footage of the vicinity is being examined.,,
90059,101063050202690059,202690059,2026-07-19,100227,3050,1,2,5,501,1,11,2026-07-18 12:00:00,2026-07-18 16:10:00,2026-07-19 12:29:00,12.948694,75.295362,"The complainant Manjula Naik reported receiving posing as bank staff for card renewal, following which an amount was fraudulently debited from his bank account. The fraudster kept the complainant engaged on the call during the business hours and obtained the OTP. The cyber cell has been alerted and the money trail is being traced.",,
90060,101183140202690060,202690060,2026-07-04,100629,3140,1,2,4,401,1,35,2026-07-01 13:09:00,2026-07-01 16:57:00,2026-07-04 15:22:00,13.108328,76.071661,"The complainant Savitha Hiremath reported that the accused Ravi Angadi and associates induced him to part with funds on the promise of high returns and business partnership, and cheated him of a gold mangalsutra and cash. The transactions occurred near Hassan East PS during business hours. Documents have been seized and a case registered.",,
90061,101143117202690061,202690061,2026-07-02,100526,3117,1,2,4,401,1,28,2026-07-02 09:05:00,2026-07-02 14:46:00,2026-07-02 16:52:00,14.340832,75.897092,"The complainant Vinay Kulkarni reported that the accused Anand Rao and associates induced him to part with funds on the promise of high returns and business partnership, and cheated him of a gold chain of 25 grams and cash. The transactions occurred near Davanagere West PS during business hours. Documents have been seized and a case registered.",,
90062,101063052202690062,202690062,2026-07-02,100236,3052,1,2,5,501,1,12,2026-07-02 13:31:00,2026-07-02 15:28:00,2026-07-02 17:37:00,12.836756,75.209996,"The complainant Nandini Bhat reported receiving an OTP fraud call claiming KYC expiry, following which an amount was fraudulently debited from his bank account. The fraudster kept the complainant engaged on the call during the business hours and obtained the OTP. The cyber cell has been alerted and the money trail is being traced.",,
90063,101013014202690063,202690063,2026-07-17,100062,3014,1,2,3,307,1,2,2026-07-17 00:40:00,2026-07-17 05:35:00,2026-07-17 15:01:00,12.969248,77.748863,"The complainant Raghavendra Bhat stated that while she was walking near the bus stand vicinity during the night hours, the accused Thimmaiah Byadgi and associates riding a grey Maruti Omni van snatched a gold chain of 25 grams from her neck and sped away. She sustained minor injuries in the incident. A case has been registered and rider details are being verified from CCTV.",,
90064,101013007202690064,202690064,2026-07-19,100035,3007,1,1,1,104,1,1,2026-07-17 17:37:00,2026-07-17 21:05:00,2026-07-19 12:14:00,12.974963,77.569621,The complainant Sowmya Patil reported that the victim Gayathri Naik was forcibly taken away from an apartment complex during the daytime by unknown persons in a stolen scooter. Search teams were formed and neighbouring stations were alerted. Investigation is in progress.,,
90065,101073058202690065,202690065,2026-07-10,100265,3058,1,2,3,305,1,13,2026-07-09 07:32:00,2026-07-09 12:44:00,2026-07-10 18:30:00,15.401810,75.109214,The complainant Dinesh Angadi reported theft of a gold chain of 25 grams from the market area during the daytime. unknown persons took advantage of the crowd and escaped. A case has been registered and nearby CCTV cameras are being verified.,,
90066,101113095202690066,202690066,2026-07-04,100424,3095,1,1,1,104,1,21,2026-07-01 19:47:00,2026-07-02 01:36:00,2026-07-04 20:36:00,17.294357,76.808914,The complainant Darshan Patil reported that the victim Sumithra Hegde was forcibly taken away from the market area during the daytime by unknown persons in a grey Maruti Omni van. Search teams were formed and neighbouring stations were alerted. Investigation is in progress.,,
90067,301093076202690067,202690067,2026-07-03,100345,3076,3,2,8,801,1,18,2026-07-03 17:20:00,2026-07-03 18:22:00,2026-07-03 21:01:00,15.872409,74.477676,The complainant Santhosh Kulkarni reported that the victim Anitha Bhat left home near Belagavi West PS during the daytime and has not returned since. Searches in hospitals and with relatives yielded no result. A missing person report has been registered and the description circulated to all units.,,
90190,101013009202690001,202690001,2026-07-21,100043,3009,1,2,5,501,1,2,2026-07-21 14:53:00,2026-07-21 16:31:00,2026-07-21 20:24:00,12.949822,77.550451,"The complainant Muniraju Swamy reported receiving posing as bank staff for card renewal, following which an amount was fraudulently debited from his bank account. The fraudster kept the complainant engaged on the call during the business hours and obtained the OTP. The cyber cell has been alerted and the money trail is being traced.",,
90068,801093079202690068,202690068,2026-07-03,100356,3079,8,2,5,502,1,17,2026-07-02 09:29:00,2026-07-02 11:04:00,2026-07-03 09:31:00,15.818623,74.492092,The complainant Kavya Desai reported that his identity documents and card credentials were misused by the accused Geetha Jois and associates after posing as fake police on beat duty. Unauthorized transactions were noticed during the business hours. A case under the IT Act has been registered and the service provider has been notified.,,
90069,101103083202690069,202690069,2026-07-17,100376,3083,1,2,3,305,1,19,2026-07-17 15:24:00,2026-07-17 20:27:00,2026-07-17 23:07:00,16.174100,74.795167,The complainant Shivakumar Bhat reported theft of a mobile phone from the main road during the daytime. the accused Prakash Gowda and associates took advantage of the crowd and escaped. A case has been registered and nearby CCTV cameras are being verified.,,
90070,101073063202690070,202690070,2026-07-17,100281,3063,1,2,3,306,1,14,2026-07-16 23:30:00,2026-07-17 00:54:00,2026-07-17 11:51:00,15.350385,75.135909,The complainant Kavya Achar reported that his vehicle parked at the bus stand vicinity was stolen during the night hours. The lock appears to have been tampered by gas-cutter on the shutter. the accused Puneeth Gowda are suspected to have escaped towards the highway. Vehicle details have been circulated to all check-posts.,,
90071,101143115202690071,202690071,2026-07-19,100519,3115,1,1,3,301,1,27,2026-07-17 21:36:00,2026-07-18 00:18:00,2026-07-19 16:14:00,14.504572,75.884604,"The complainant Shobha Shetty reported that a gang of five to six persons armed with country-made pistols waylaid the victims at the bus stand vicinity during the night hours and committed dacoity of cash of Rs 42,000 and cash. The gang escaped in a white autorickshaw. Special teams have been formed to trace the accused.",,
90072,101013004202690072,202690072,2026-07-02,100023,3004,1,1,1,104,1,1,2026-07-02 13:09:00,2026-07-02 16:09:00,2026-07-02 21:49:00,13.003057,77.602679,The complainant Narayana Swamy reported that the victim Puneeth Reddy was forcibly taken away from the market area during the daytime by unknown persons in a grey Maruti Omni van. Search teams were formed and neighbouring stations were alerted. Investigation is in progress.,,
90073,101343248202690073,202690073,2026-07-03,101119,3248,1,2,5,501,1,68,2026-07-01 16:01:00,2026-07-01 19:13:00,2026-07-03 13:26:00,14.250152,76.351405,"The complainant Dinesh Murthy reported receiving posing as fake police on beat duty, following which an amount was fraudulently debited from his bank account. The fraudster kept the complainant engaged on the call during the business hours and obtained the OTP. The cyber cell has been alerted and the money trail is being traced.",,
90074,101013014202690074,202690074,2026-07-03,100061,3014,1,2,5,502,1,1,2026-07-02 08:16:00,2026-07-02 12:02:00,2026-07-03 18:39:00,12.945743,77.668050,The complainant Girish Rao reported that his identity documents and card credentials were misused by unknown persons after posing as bank staff for card renewal. Unauthorized transactions were noticed during the business hours. A case under the IT Act has been registered and the service provider has been notified.,,
90075,101183140202690075,202690075,2026-07-17,100628,3140,1,2,4,401,1,36,2026-07-17 15:26:00,2026-07-17 20:06:00,2026-07-17 20:48:00,13.104908,76.089502,"The complainant Manjula Murthy reported that unknown persons induced him to part with funds on the promise of high returns and business partnership, and cheated him of a gold mangalsutra and cash. The transactions occurred near Hassan East PS during business hours. Documents have been seized and a case registered.",,
90076,101073063202690076,202690076,2026-07-17,100284,3063,1,2,3,306,1,13,2026-07-16 22:54:00,2026-07-17 04:45:00,2026-07-17 09:02:00,15.345335,75.139231,The complainant Rajesh Murthy reported that his vehicle parked at an apartment complex was stolen during the night hours. The lock appears to have been tampered by duplicate key entry. unknown persons are suspected to have escaped towards the highway. Vehicle details have been circulated to all check-posts.,,
90077,101283207202690077,202690077,2026-07-19,100934,3207,1,2,3,305,1,56,2026-07-18 14:44:00,2026-07-18 16:59:00,2026-07-19 12:28:00,14.766973,75.382413,The complainant Krishnappa Naik reported theft of a mobile phone from the main road during the daytime. the accused Kiran Achar took advantage of the crowd and escaped. A case has been registered and nearby CCTV cameras are being verified.,,
1,101163125202300001,202300001,2023-08-01,101043,3125,1,2,1,103,1,64,2023-08-01 02:53:00,2023-08-01 03:03:00,2023-08-01 10:08:00,16.797064,77.072258,The complainant Umesh Reddy stated that a quarrel at a residential layout during the evening hours escalated and unknown persons assaulted the victim Abhishek Reddy with a machete causing grievous injuries. The injured was treated at the taluk hospital. A case has been registered against the accused.,,
90078,101263198202690078,202690078,2026-07-19,100893,3198,1,2,3,305,1,52,2026-07-16 07:32:00,2026-07-16 07:57:00,2026-07-19 09:24:00,16.135282,75.740429,The complainant Muniraju Poojary reported theft of a laptop bag with documents from the main road during the daytime. the accused Venkatesh Swamy and associates took advantage of the crowd and escaped. A case has been registered and nearby CCTV cameras are being verified.,,
90079,101133107202690079,202690079,2026-07-10,100484,3107,1,2,3,306,1,26,2026-07-08 22:07:00,2026-07-09 01:07:00,2026-07-10 06:03:00,16.931595,75.691414,The complainant Chaitra Desai reported that his vehicle parked at the old town lanes was stolen during the night hours. The lock appears to have been tampered by window grill removal. the accused Yogesh Kulkarni G are suspected to have escaped towards the highway. Vehicle details have been circulated to all check-posts.,,
90080,101013003202690080,202690080,2026-07-02,100018,3003,1,1,2,204,1,1,2026-07-02 19:25:00,2026-07-02 22:08:00,2026-07-03 01:54:00,12.992893,77.610126,"It is reported by Prakash Kumar that the victim Vani Hegde died under unnatural circumstances at her matrimonial home near Upparpet PS within seven years of marriage, following persistent dowry harassment. Inquest was conducted in the presence of the taluk executive magistrate. A case has been registered against the husband and in-laws.",,
90081,101013005202690081,202690081,2026-07-03,100028,3005,1,2,2,203,1,1,2026-07-01 18:39:00,2026-07-02 00:33:00,2026-07-03 08:12:00,12.997995,77.587292,The complainant Nandini Setty reported that the accused Krishnappa Poojary and associates outraged the modesty of the victim Divya Naik at the old town lanes during the evening hours. The accused also hurled abuses when confronted by passers-by. A case has been registered and statements recorded.,,
90082,101013012202690082,202690082,2026-07-03,100056,3012,1,2,5,501,1,1,2026-07-02 14:37:00,2026-07-02 17:49:00,2026-07-03 11:37:00,12.950752,77.595437,"The complainant Rajesh Murthy reported receiving posing as fake police on beat duty, following which an amount was fraudulently debited from his bank account. The fraudster kept the complainant engaged on the call during the business hours and obtained the OTP. The cyber cell has been alerted and the money trail is being traced.",,
90083,101103085202690083,202690083,2026-07-17,100383,3085,1,2,4,401,1,20,2026-07-17 16:14:00,2026-07-17 18:52:00,2026-07-17 19:45:00,16.090291,74.750261,"The complainant Santhosh Byadgi reported that unknown persons induced him to part with funds on the promise of high returns and business partnership, and cheated him of a mobile phone and cash. The transactions occurred near Belagavi District North PS during business hours. Documents have been seized and a case registered.",,
90084,301013012202690084,202690084,2026-07-17,100055,3012,3,2,8,801,1,2,2026-07-17 05:51:00,2026-07-17 09:11:00,2026-07-17 10:39:00,12.949797,77.594283,The complainant Lokesh Kulkarni reported that the victim Veeresh Kulkarni left home near Hebbal PS during the daytime and has not returned since. Searches in hospitals and with relatives yielded no result. A missing person report has been registered and the description circulated to all units.,,
90085,101143115202690085,202690085,2026-07-19,100519,3115,1,2,5,502,1,27,2026-07-18 15:42:00,2026-07-18 18:09:00,2026-07-19 06:45:00,14.515905,75.902920,The complainant Srinivas Desai reported that his identity documents and card credentials were misused by the accused Venkatesh Bhat after posing as bank staff for card renewal. Unauthorized transactions were noticed during the business hours. A case under the IT Act has been registered and the service provider has been notified.,,
90086,101013008202690086,202690086,2026-07-02,100039,3008,1,2,5,501,1,1,2026-07-02 18:19:00,2026-07-02 23:49:00,2026-07-03 03:07:00,12.966181,77.548682,"The complainant Gayathri Kulkarni reported receiving posing as bank staff for card renewal, following which an amount was fraudulently debited from his bank account. The fraudster kept the complainant engaged on the call during the business hours and obtained the OTP. The cyber cell has been alerted and the money trail is being traced.",,
90087,101073055202690087,202690087,2026-07-03,100250,3055,1,2,4,401,1,14,2026-07-01 13:52:00,2026-07-01 17:37:00,2026-07-03 11:25:00,15.360076,75.148013,"The complainant Raghavendra Hiremath reported that the accused Kavya Bhat and associates induced him to part with funds on the promise of high returns and business partnership, and cheated him of a gold chain of 25 grams and cash. The transactions occurred near Hubballi-Dharwad North PS during business hours. Documents have been seized and a case registered.",,
90192,101013013202690192,202690192,2026-07-20,100059,3013,1,2,6,999,1,2,2026-07-20 15:47:00,2026-07-20 20:17:00,2026-07-20 21:31:00,12.937611,77.635010,The complainant PI Shankar Shetty reported that unknown persons formed an unlawful assembly at a residential layout during the daytime in defiance of prohibitory orders. The assembly was dispersed peacefully. A case has been registered.,,
90088,101013005202690088,202690088,2026-07-17,100027,3005,1,2,3,305,1,1,2026-07-17 05:36:00,2026-07-17 10:22:00,2026-07-17 19:05:00,13.002228,77.584445,The complainant Anitha Achar reported theft of a gold mangalsutra from the old town lanes during the daytime. unknown persons took advantage of the crowd and escaped. A case has been registered and nearby CCTV cameras are being verified.,,
90089,101013003202690089,202690089,2026-07-19,100018,3003,1,1,1,104,1,1,2026-07-18 12:43:00,2026-07-18 13:01:00,2026-07-19 07:56:00,13.000146,77.609251,The complainant Basavaraj Angadi reported that the victim Siddaraju Achar was forcibly taken away from the old town lanes during the daytime by the accused Chandrashekar Hiremath in a grey Maruti Omni van. Search teams were formed and neighbouring stations were alerted. Investigation is in progress.,,
90090,101283206202690090,202690090,2026-07-19,100927,3206,1,1,3,302,1,55,2026-07-16 17:55:00,2026-07-16 23:21:00,2026-07-19 12:42:00,14.773007,75.305590,The complainant Basavaraj Angadi stated that the accused Lokesh Naik threatened him with a knife at an apartment complex during the evening hours and robbed two silver anklets. The accused escaped on a grey Maruti Omni van. A case has been registered and CCTV footage of the vicinity is being examined.,,
90091,301013011202690091,202690091,2026-07-20,100053,3011,3,2,8,801,1,2,2026-07-16 22:02:00,2026-07-17 03:03:00,2026-07-20 12:49:00,12.933677,77.585592,The complainant Geetha Kumar reported that the victim Basavaraj Kumar left home near Basavanagudi PS during the daytime and has not returned since. Searches in hospitals and with relatives yielded no result. A missing person report has been registered and the description circulated to all units.,,
90092,101013012202690092,202690092,2026-07-02,100057,3012,1,2,4,401,1,1,2026-07-02 17:19:00,2026-07-02 19:30:00,2026-07-02 22:12:00,12.936889,77.580637,"The complainant Manjula Bhat reported that unknown persons induced him to part with funds on the promise of high returns and business partnership, and cheated him of cash of Rs 42,000 and cash. The transactions occurred near Hebbal PS during business hours. Documents have been seized and a case registered.",,
90093,101013005202690093,202690093,2026-07-03,100027,3005,1,2,3,306,1,2,2026-07-02 02:53:00,2026-07-02 07:00:00,2026-07-03 14:00:00,13.005911,77.557461,The complainant Roopa Gowda reported that his vehicle parked at an apartment complex was stolen during the night hours. The lock appears to have been tampered by lock-breaking with an iron rod. unknown persons are suspected to have escaped towards the highway. Vehicle details have been circulated to all check-posts.,,
90094,301033024202690094,202690094,2026-07-17,100118,3024,3,2,8,801,1,5,2026-07-17 18:27:00,2026-07-17 22:21:00,2026-07-18 01:43:00,12.316852,76.678844,The complainant Prakash Angadi reported that the victim Venkatesh Patil left home near Mysuru South PS during the daytime and has not returned since. Searches in hospitals and with relatives yielded no result. A missing person report has been registered and the description circulated to all units.,,
90095,101013011202690095,202690095,2026-07-19,100054,3011,1,2,1,103,1,1,2026-07-18 14:40:00,2026-07-18 20:20:00,2026-07-19 12:04:00,12.923687,77.585588,The complainant Manjunath Jois stated that a quarrel at the market area during the evening hours escalated and unknown persons assaulted the victim Ganesh Reddy with a iron rod causing grievous injuries. The injured was treated at the taluk hospital. A case has been registered against the accused.,,
90096,101013006202690096,202690096,2026-07-18,100030,3006,1,2,3,305,1,2,2026-07-18 20:55:00,2026-07-18 23:54:00,2026-07-19 00:27:00,13.003445,77.553534,The complainant Shankar Shetty reported theft of a laptop bag with documents from a residential layout during the daytime. unknown persons took advantage of the crowd and escaped. A case has been registered and nearby CCTV cameras are being verified.,,
90097,101033023202690097,202690097,2026-07-20,100109,3023,1,2,3,307,1,6,2026-07-17 05:49:00,2026-07-17 10:32:00,2026-07-20 07:36:00,12.284952,76.682828,"The complainant Manjula Hegde stated that while she was walking near a residential layout during the night hours, unknown persons riding a grey Maruti Omni van snatched a gold chain of 25 grams from her neck and sped away. She sustained minor injuries in the incident. A case has been registered and rider details are being verified from CCTV.",,
90193,101143117202690193,202690193,2026-07-23,100526,3117,1,2,3,305,open,28,2026-07-22 16:44:00,2026-07-22 18:33:00,2026-07-23 21:07:00,14.343850,75.880923,The complainant Umesh Shetty reported theft of two silver anklets from the market area during the daytime. the accused Ravi Rao and associates took advantage of the crowd and escaped. A case has been registered and nearby CCTV cameras are being verified.,,
90098,101013014202690098,202690098,2026-07-10,100064,3014,1,2,3,307,1,2,2026-07-08 01:38:00,2026-07-08 02:22:00,2026-07-10 06:46:00,12.949856,77.649517,"The complainant Shruthi Angadi stated that while she was walking near the market area during the night hours, unknown persons riding a grey Maruti Omni van snatched a mobile phone from her neck and sped away. She sustained minor injuries in the incident. A case has been registered and rider details are being verified from CCTV.",,
90099,101233172202690099,202690099,2026-07-02,100775,3172,1,2,5,502,1,45,2026-07-02 16:17:00,2026-07-02 17:02:00,2026-07-02 20:45:00,13.216363,78.083417,The complainant Divya Poojary reported that his identity documents and card credentials were misused by the accused Ramesh Bhat after posing as fake police on beat duty. Unauthorized transactions were noticed during the business hours. A case under the IT Act has been registered and the service provider has been notified.,,
90100,101013013202690100,202690100,2026-07-03,100058,3013,1,2,3,303,1,2,2026-07-02 02:02:00,2026-07-02 11:02:00,2026-07-03 15:16:00,12.947567,77.633907,"During the night hours, the house of the complainant Vinay Achar at the main road was broken open by window grill removal while the inmates were away. unknown persons committed theft of a mobile phone and cash. The scene was inspected with the dog squad and fingerprint experts. Efforts are on to trace the accused who escaped on a white autorickshaw.",,
90101,101233174202690101,202690101,2026-07-18,100781,3174,1,2,1,103,1,45,2026-07-18 20:32:00,2026-07-18 23:43:00,2026-07-19 01:18:00,13.141264,78.112048,The complainant Bhagya Rao stated that a quarrel at the bus stand vicinity during the evening hours escalated and unknown persons assaulted the victim Abhishek Hegde with a country-made pistol causing grievous injuries. The injured was treated at the taluk hospital. A case has been registered against the accused.,,
90102,101313225202690102,202690102,2026-07-10,101013,3225,1,2,1,103,1,62,2026-07-07 18:32:00,2026-07-07 20:43:00,2026-07-10 08:19:00,15.363734,76.066254,The complainant Prakash Kumar stated that a quarrel at the main road during the evening hours escalated and unknown persons assaulted the victim Rekha Kulkarni with a iron rod causing grievous injuries. The injured was treated at the taluk hospital. A case has been registered against the accused.,,
90103,101013012202690103,202690103,2026-07-19,100055,3012,1,2,3,306,1,1,2026-07-15 21:27:00,2026-07-16 00:18:00,2026-07-19 19:42:00,12.950837,77.600752,The complainant Raghavendra Shetty reported that his vehicle parked at the market area was stolen during the night hours. The lock appears to have been tampered by window grill removal. the accused Siddaraju Hiremath are suspected to have escaped towards the highway. Vehicle details have been circulated to all check-posts.,,
90104,101073060202690104,202690104,2026-07-19,100270,3060,1,2,4,401,1,14,2026-07-18 16:08:00,2026-07-18 21:59:00,2026-07-19 15:12:00,15.358395,75.111963,"The complainant Sumithra Hiremath reported that unknown persons induced him to part with funds on the promise of high returns and business partnership, and cheated him of a gold chain of 25 grams and cash. The transactions occurred near Hubballi-Dharwad Market PS during business hours. Documents have been seized and a case registered.",,
